0,1,2,3,4,5,6,7,8,9
47,13,45,4,5,0,14,0,1,5
73,7,15,1,3,0,13,0,1,5
27,9,40,1,0,0,3,3,1,5
35,4,40,1,1,0,5,0,1,39
31,9,50,1,0,5,13,3,1,35
45,13,40,1,5,0,5,0,1,18
57,9,40,1,0,0,5,4,1,4
34,9,40,1,0,0,5,0,1,25
19,10,16,1,15,5,8,0,0,5
25,9,40,1,0,5,3,3,1,5
39,13,50,1,5,0,14,0,0,18
28,9,40,1,0,0,5,0,1,0
48,14,40,4,2,4,14,0,0,5
38,9,44,1,0,0,5,0,1,5
53,3,10,1,10,0,6,3,0,12
19,9,40,1,0,5,3,0,1,5
41,9,60,1,0,0,9,0,0,5
23,12,36,1,8,5,11,3,0,5
32,9,40,1,0,5,5,0,1,5
35,10,40,1,15,4,13,1,1,5
24,13,40,1,5,5,10,0,1,5
34,9,40,1,0,0,5,3,1,5
29,13,25,7,5,0,14,0,0,5
24,10,20,1,15,5,9,3,0,35
55,9,40,1,0,2,9,0,0,5
28,9,40,1,0,3,13,4,1,41
46,9,40,7,0,5,5,0,1,5
38,9,40,1,0,0,13,0,1,5
29,10,40,1,15,4,9,3,0,5
35,13,50,1,5,0,5,0,1,5
29,9,40,1,0,5,3,3,1,5
41,16,50,4,12,0,14,0,1,5
40,9,32,8,0,0,5,0,1,5
30,9,40,1,0,4,9,0,0,5
72,7,35,1,3,4,8,3,0,5
17,7,40,1,3,5,3,0,1,5
46,9,70,5,0,0,1,0,1,5
38,13,48,1,5,5,8,0,1,5
36,13,45,1,5,5,14,0,0,5
24,12,40,8,8,5,5,0,1,5
28,9,35,1,0,4,8,0,0,5
28,9,40,1,0,0,13,0,1,5
42,10,40,7,15,0,1,2,1,5
48,13,40,1,5,0,7,0,1,5
37,9,40,8,0,0,5,0,1,5
32,16,40,1,12,5,14,0,1,5
30,10,40,1,15,0,3,0,1,5
68,4,10,1,1,2,13,0,0,5
45,9,30,1,0,4,8,0,0,5
26,9,40,1,0,4,3,0,0,5
22,10,40,1,15,5,7,0,0,5
22,10,40,1,15,5,5,0,1,5
52,4,40,1,1,5,13,3,0,5
68,15,16,1,4,2,14,0,0,5
26,13,40,7,5,0,14,3,0,5
52,13,40,1,5,4,7,0,1,35
17,7,8,1,3,5,11,0,0,5
29,13,75,1,5,0,14,0,1,5
41,10,50,1,15,0,11,0,1,5
45,10,40,1,15,4,10,3,0,37
57,10,50,1,15,4,7,0,0,5
30,13,30,6,5,0,9,0,1,14
46,9,45,1,0,0,11,0,1,5
45,12,40,1,8,0,3,0,1,5
59,10,40,2,15,0,4,0,1,5
40,12,52,1,8,0,11,0,1,5
22,10,40,1,15,5,7,0,0,35
59,4,85,8,1,0,11,0,1,5
36,10,40,1,15,5,5,0,1,5
40,4,40,1,1,5,12,0,1,5
18,6,40,1,11,5,11,3,0,5
62,9,40,2,0,0,4,0,1,5
63,9,40,1,0,4,11,0,0,5
29,14,80,1,2,5,14,0,0,5
27,13,45,1,5,0,7,3,0,5
47,16,50,4,12,4,14,0,1,20
20,9,40,7,0,5,9,0,1,5
48,12,45,1,8,0,5,0,1,5
29,9,30,1,0,0,9,0,1,23
22,9,40,1,0,5,10,0,0,5
42,12,24,1,8,2,10,0,0,5
36,11,40,1,6,4,5,0,1,5
60,6,40,1,11,4,8,3,0,5
41,9,40,6,0,6,7,3,0,5
43,9,40,1,0,0,11,0,1,5
33,13,38,1,5,0,14,0,1,5
34,4,40,1,1,0,8,0,0,5
32,9,35,1,0,5,2,0,0,5
22,10,20,2,15,5,4,0,0,5
52,5,25,1,7,2,8,0,0,39
27,12,40,1,8,5,11,0,1,5
60,14,40,7,2,0,14,0,1,5
34,13,62,8,5,5,11,0,1,5
30,9,40,1,0,0,7,0,1,5
35,10,25,1,15,6,8,0,0,5
39,13,40,6,5,4,7,3,0,5
64,10,40,1,15,2,9,0,0,5
17,7,20,8,3,5,12,0,1,5
29,14,40,4,2,5,7,0,1,35
37,11,40,7,6,0,1,0,1,5
43,9,45,8,0,0,2,0,1,5
30,9,25,8,0,0,14,0,1,5
17,6,12,1,11,5,11,0,0,5
29,9,40,1,0,5,5,0,1,32
24,10,40,1,15,5,9,0,1,34
27,13,50,8,5,5,11,0,1,5
69,13,40,5,5,6,7,0,1,5
30,9,40,1,0,3,9,0,1,5
29,9,40,1,0,0,13,0,1,39
17,6,40,2,11,5,4,0,1,5
70,4,38,1,1,2,8,3,0,5
21,9,40,2,0,5,4,0,1,5
27,13,40,1,5,5,8,0,0,5
19,10,25,1,15,5,11,0,0,5
44,14,60,4,2,0,14,3,1,5
36,10,40,1,15,5,9,0,0,5
29,13,60,1,5,5,14,0,0,0
28,13,50,7,5,5,14,0,1,5
34,3,40,1,10,5,3,0,1,3
18,9,20,1,0,5,9,0,0,5
39,10,45,1,15,4,12,0,0,5
34,10,40,1,15,5,3,0,1,5
35,14,41,7,2,4,9,0,0,5
24,9,40,1,0,5,3,0,1,5
41,13,70,1,5,0,11,0,1,5
68,10,30,1,15,4,7,0,1,5
35,7,50,1,3,5,13,0,1,5
47,11,40,1,6,0,3,0,1,5
43,14,40,7,2,4,14,0,0,5
35,9,40,1,0,0,12,0,1,5
34,10,17,1,15,5,7,0,0,5
26,9,40,1,0,5,5,0,1,5
50,10,40,1,15,4,11,0,0,5
22,9,40,1,0,5,5,0,0,5
20,9,40,1,0,5,12,4,1,5
18,9,40,2,0,5,4,0,0,5
52,9,40,8,0,0,5,4,1,5
71,9,28,4,0,0,1,0,1,5
55,9,40,1,0,4,9,0,0,5
17,7,8,1,3,5,11,0,0,5
36,10,40,1,15,2,14,0,0,5
25,13,40,2,5,0,4,0,1,5
27,13,40,1,5,5,8,4,1,41
42,9,40,1,0,4,9,0,0,5
57,11,40,1,6,5,5,0,1,5
34,10,28,1,15,5,5,3,1,5
31,14,60,1,2,5,14,0,0,5
24,13,40,1,5,5,11,0,1,5
41,9,60,8,0,5,8,3,1,17
17,7,32,1,3,5,9,0,0,5
26,9,20,5,0,6,11,0,0,33
32,2,50,1,14,5,12,2,1,23
55,6,45,1,11,0,7,0,1,5
19,8,20,1,9,3,8,2,0,5
28,14,50,1,2,4,14,0,0,5
49,15,60,1,4,0,14,0,1,5
23,13,40,1,5,5,7,0,1,5
43,9,40,1,0,0,5,0,1,5
40,10,40,1,15,0,5,0,1,5
41,13,40,1,5,0,14,0,1,5
23,10,40,1,15,5,5,0,1,5
20,9,35,1,0,5,3,0,1,5
21,9,40,1,0,5,5,0,1,5
28,13,10,2,5,3,4,4,0,13
44,10,50,5,15,0,7,0,1,5
31,13,48,8,5,0,11,0,1,5
54,9,45,1,0,0,13,0,1,5
28,9,50,1,0,0,2,0,1,5
34,9,40,1,0,4,2,0,1,5
46,14,40,1,2,0,7,0,1,5
28,13,60,5,5,0,7,0,1,5
29,13,40,1,5,0,10,0,1,5
35,9,40,1,0,0,5,0,1,5
90,10,10,2,15,5,4,4,1,4
20,9,40,1,0,0,3,2,1,5
31,13,45,1,5,5,11,0,1,5
23,9,50,1,0,5,10,0,1,5
60,9,40,1,0,5,3,0,1,5
28,10,40,1,15,5,5,0,1,5
32,10,60,1,15,0,2,0,1,5
44,13,60,8,5,0,7,0,1,5
34,10,48,1,15,0,5,0,1,5
27,9,40,1,0,5,11,4,1,5
49,9,50,1,0,4,7,0,1,5
48,9,40,1,0,4,8,3,0,5
47,9,50,1,0,0,5,0,1,5
34,13,65,1,5,0,7,0,1,5
27,12,40,1,8,5,11,0,1,5
24,10,40,1,15,0,5,0,1,5
24,9,30,1,0,4,3,0,1,5
25,10,40,1,15,0,13,0,1,5
36,11,40,1,6,4,11,0,0,5
38,9,45,6,0,0,9,0,1,5
57,3,40,1,10,0,2,0,1,5
24,10,50,1,15,0,12,0,1,5
41,9,40,4,0,0,10,0,1,5
56,11,60,4,6,0,5,3,1,5
19,9,40,1,0,5,9,0,0,5
44,9,32,1,0,5,8,3,1,5
34,11,40,1,6,5,5,0,0,5
25,13,40,1,5,5,7,0,1,5
27,9,40,4,0,0,10,0,1,5
22,9,40,1,0,5,14,0,1,5
34,7,50,1,3,0,2,0,1,5
30,9,65,1,0,0,2,0,1,5
21,10,38,1,15,5,9,0,0,5
24,10,40,1,15,5,3,0,1,22
19,10,15,2,15,5,4,0,0,5
82,10,3,2,15,2,4,1,1,5
35,13,50,1,5,0,11,0,1,5
32,11,40,1,6,0,5,0,1,5
45,10,45,1,15,4,9,0,0,5
30,9,40,1,0,5,9,0,0,5
28,13,55,8,5,0,5,0,1,5
28,13,5,8,5,0,11,0,0,5
29,9,44,1,0,5,9,0,0,5
60,10,40,1,15,0,5,0,1,36
28,11,40,1,6,5,11,0,0,5
38,10,40,6,15,4,7,3,0,5
31,9,50,1,0,0,5,0,1,5
28,10,35,1,15,0,8,0,1,5
42,10,23,1,15,0,8,0,0,5
40,5,40,7,7,0,8,0,0,15
24,10,40,1,15,5,8,0,1,5
37,10,60,5,15,0,7,0,1,5
36,9,40,1,0,0,5,0,1,5
39,13,40,1,5,5,7,0,1,5
22,5,35,1,7,3,8,0,1,23
28,13,43,1,5,0,14,0,1,5
34,10,40,1,15,4,9,0,0,5
42,10,43,1,15,4,11,0,0,5
43,9,40,1,0,0,5,0,1,5
35,9,40,1,0,5,11,0,0,5
22,9,80,1,0,0,2,0,1,5
39,11,40,1,6,0,5,0,1,5
39,9,40,1,0,0,5,0,1,5
37,7,45,8,3,0,2,0,1,5
63,4,60,8,1,0,12,0,1,5
48,9,40,1,0,6,13,3,0,5
33,9,40,1,0,5,9,3,0,5
39,9,40,1,0,5,9,0,0,5
43,13,40,1,5,4,7,3,0,5
28,6,40,1,11,0,5,0,1,5
24,13,20,4,5,5,14,0,1,5
48,9,40,1,0,4,2,0,1,5
35,10,40,1,15,5,8,0,1,5
62,9,40,1,0,0,2,0,1,5
42,10,40,8,15,5,7,0,1,5
50,9,50,1,0,0,7,0,1,5
40,15,40,1,4,5,7,0,0,40
39,9,40,7,0,0,5,0,1,5
43,13,40,2,5,0,4,0,1,5
43,9,40,7,0,4,1,0,0,5
35,9,38,1,0,0,5,0,1,5
39,13,45,1,5,0,7,0,1,5
30,13,40,7,5,0,1,0,1,5
32,10,65,1,15,0,11,3,1,5
18,10,40,1,15,5,9,0,1,5
37,12,40,1,8,5,11,3,0,5
26,13,40,1,5,5,9,0,0,5
51,9,42,1,0,0,5,0,1,5
35,10,36,2,15,4,4,1,0,5
33,13,45,1,5,0,11,0,1,5
46,13,44,1,5,0,5,0,1,5
40,11,50,1,6,0,7,0,1,5
34,11,48,1,6,0,5,0,1,5
29,9,40,1,0,0,13,0,1,5
47,10,35,8,15,2,8,0,0,5
34,13,40,1,5,0,14,4,1,35
45,9,30,1,0,3,9,0,0,5
53,9,35,1,0,6,5,0,1,5
52,14,40,8,2,0,7,4,1,41
64,4,40,1,1,0,12,0,1,5
42,14,45,1,2,5,7,0,1,5
44,10,44,1,15,0,10,0,1,5
53,14,43,7,2,0,7,0,1,5
25,9,35,1,0,5,5,0,1,5
20,7,40,1,3,6,8,0,0,5
29,11,40,1,6,5,6,0,0,5
56,9,40,1,0,0,5,0,1,5
56,9,35,1,0,0,11,0,0,5
62,9,40,1,0,0,11,4,1,41
28,13,60,8,5,5,14,0,1,5
24,13,40,1,5,5,11,0,1,5
65,13,34,1,5,0,9,0,1,5
40,9,30,1,0,6,3,3,1,5
31,13,40,1,5,5,14,0,1,5
20,9,30,1,0,5,11,0,0,5
30,10,40,7,15,4,9,0,0,5
25,13,45,1,5,5,7,0,1,5
22,9,40,1,0,5,8,0,1,5
56,10,50,1,15,0,7,3,1,5
51,9,32,1,0,4,8,3,1,12
36,6,60,8,11,0,12,0,1,5
28,9,40,1,0,0,5,0,1,5
33,10,65,8,15,5,11,0,1,5
39,9,40,1,0,5,13,0,0,5
56,13,40,1,5,0,14,0,1,5
27,13,40,1,5,0,7,0,1,5
17,7,40,1,3,5,6,0,0,5
28,5,40,1,7,4,14,3,0,5
18,6,40,2,11,5,4,0,1,5
42,14,25,1,2,4,9,0,0,5
39,10,40,1,15,6,9,3,0,5
21,10,10,1,15,5,14,0,1,5
36,10,40,1,15,5,9,4,0,5
56,6,40,1,11,2,13,3,0,5
49,3,40,1,10,0,5,0,1,5
47,10,80,5,15,0,11,0,1,5
44,10,40,1,15,6,9,0,0,5
40,2,45,1,14,5,8,0,1,3
62,8,48,1,9,0,12,0,1,18
25,9,40,1,0,5,8,3,0,5
63,14,70,5,2,4,14,0,1,5
51,16,99,1,12,0,14,4,1,4
25,9,40,1,0,5,9,4,0,5
62,10,40,2,15,0,4,0,1,5
27,9,40,1,0,5,11,0,0,5
48,10,30,6,15,5,9,0,1,5
32,9,40,1,0,0,2,0,1,5
36,10,45,1,15,0,11,0,1,5
30,9,40,8,0,4,5,0,1,5
45,14,40,4,2,4,7,0,0,5
27,9,50,1,0,0,2,0,1,5
41,13,37,1,5,4,8,0,1,5
61,9,40,1,0,0,8,3,1,5
70,13,55,5,5,4,7,0,0,5
55,7,40,1,3,5,13,3,0,5
35,13,45,1,5,5,8,0,0,5
36,11,38,1,6,0,3,0,1,5
29,10,60,1,15,5,10,0,1,5
30,13,40,1,5,0,8,0,0,5
45,7,40,1,3,0,5,0,1,35
18,9,20,1,0,5,8,0,1,5
28,9,40,1,0,0,2,3,1,5
27,13,45,1,5,0,7,0,1,5
38,9,40,1,0,5,13,0,1,5
33,9,40,1,0,0,5,0,1,5
25,9,40,1,0,0,2,0,1,5
25,9,4,2,0,0,4,0,0,5
38,7,40,1,3,5,8,3,0,5
23,10,45,1,15,5,12,0,1,5
40,11,40,1,6,4,14,0,1,5
20,10,20,1,15,5,11,0,0,5
41,9,48,1,0,0,13,0,1,5
44,10,38,1,15,6,9,0,0,5
49,13,40,5,5,0,9,0,1,5
22,12,40,1,8,5,9,3,0,5
26,10,40,1,15,5,9,0,0,5
47,12,40,1,8,0,5,0,1,5
48,9,25,1,0,2,8,0,0,5
28,9,40,5,0,5,7,0,1,5
44,13,40,1,5,0,14,0,1,5
20,8,35,2,9,5,4,3,0,5
36,14,15,1,2,5,7,0,1,5
77,4,30,1,1,0,13,2,1,5
21,9,35,1,0,5,8,0,1,5
24,13,40,1,5,5,9,4,0,5
30,12,40,1,8,5,10,0,0,5
51,11,50,7,6,4,9,0,0,5
22,10,30,1,15,4,11,4,0,41
23,10,25,1,15,5,11,4,1,5
17,8,20,1,9,5,11,0,1,5
48,13,50,1,5,5,8,0,1,23
43,10,40,1,15,0,7,0,1,5
34,8,40,1,9,0,5,0,1,32
19,9,35,1,0,5,9,0,0,5
42,10,40,4,15,5,7,0,0,5
23,13,40,1,5,5,7,4,1,5
61,15,50,8,4,0,14,0,1,5
63,7,30,1,3,0,8,0,1,5
65,9,40,1,0,2,11,0,0,5
41,12,40,7,8,0,10,0,1,5
35,10,40,1,15,0,1,3,1,35
21,9,40,1,0,4,11,0,0,5
48,13,35,7,5,5,9,0,0,5
43,13,55,1,5,0,11,0,1,5
22,10,15,4,15,5,14,0,1,35
56,10,60,8,15,0,5,0,1,5
47,9,40,1,0,4,9,0,0,5
26,13,24,1,5,5,9,0,1,5
39,10,24,1,15,0,8,0,0,5
45,10,75,8,15,5,12,0,1,5
49,9,40,1,0,4,8,0,1,36
23,9,30,1,0,5,3,0,1,5
69,9,36,1,0,0,9,0,1,5
41,14,60,6,2,0,7,0,1,5
40,9,40,8,0,6,7,0,1,5
25,9,40,1,0,5,13,0,1,5
52,9,40,1,0,5,3,0,1,5
50,12,40,6,8,0,5,0,1,5
21,11,30,1,6,5,10,0,0,5
48,10,40,1,15,0,11,0,1,5
27,15,42,1,4,0,14,0,1,5
63,9,30,1,0,0,5,0,1,5
47,16,40,4,12,0,14,0,1,5
28,10,40,1,15,0,11,3,1,35
58,9,40,1,0,4,9,0,0,5
41,10,51,1,15,0,11,0,1,5
67,10,40,5,15,0,11,0,1,5
62,9,48,8,0,0,11,0,0,5
28,10,40,1,15,0,3,0,1,5
26,8,40,1,9,5,3,0,1,5
46,15,65,8,4,0,14,0,1,5
29,9,40,1,0,0,5,0,1,5
39,13,40,1,5,0,5,4,1,41
25,14,35,1,2,5,14,0,0,5
20,10,35,1,15,5,11,0,0,5
21,10,40,1,15,5,9,0,1,5
25,13,50,1,5,5,14,0,1,5
44,15,50,5,4,0,14,0,1,5
37,9,38,1,0,5,9,0,1,5
29,9,40,1,0,6,9,0,0,5
18,10,21,1,15,5,11,3,0,5
32,13,40,1,5,5,7,0,0,5
58,11,60,1,6,4,9,0,0,5
50,9,40,1,0,0,5,0,1,5
29,10,18,1,15,5,8,0,0,5
58,9,60,1,0,0,7,0,1,5
29,10,40,4,15,5,8,0,0,5
36,9,45,1,0,0,2,0,1,5
21,9,35,1,0,5,5,0,1,5
49,9,40,1,0,4,7,0,0,5
60,14,50,1,2,4,14,0,0,5
30,10,48,1,15,5,11,0,0,5
55,9,40,1,0,4,8,0,1,35
64,9,20,7,0,4,2,0,1,5
29,12,40,5,8,5,14,3,0,5
42,9,50,1,0,0,5,0,1,5
55,9,40,1,0,2,11,0,0,5
43,9,45,1,0,4,2,0,1,5
28,8,40,1,9,5,11,3,1,5
46,12,38,4,8,0,10,0,1,5
34,9,40,1,0,5,13,0,1,5
43,14,40,8,2,5,7,0,0,5
24,10,25,1,15,5,9,3,0,5
21,7,40,1,3,0,5,0,1,23
65,13,40,1,5,0,5,0,1,19
20,10,40,1,15,5,8,0,1,5
31,14,25,4,2,4,9,0,0,5
22,10,40,1,15,5,11,0,1,5
20,10,20,1,15,5,14,2,0,5
44,10,60,1,15,0,11,0,1,5
44,14,40,7,2,0,14,0,0,5
41,16,60,1,12,0,14,0,1,5
21,10,25,1,15,5,8,0,0,18
24,10,30,1,15,3,11,2,0,7
24,14,45,1,2,5,14,0,0,5
28,9,40,1,0,0,9,0,0,5
39,13,35,1,5,5,7,0,0,5
24,9,40,7,0,5,1,0,1,5
50,9,35,1,0,0,14,4,1,4
68,10,40,1,15,0,9,0,1,5
31,14,50,4,2,0,14,0,1,5
22,2,40,1,14,5,5,0,1,32
18,10,48,2,15,5,4,0,1,5
25,9,40,1,0,3,13,0,1,0
28,10,40,1,15,5,11,0,0,5
17,7,15,7,3,5,9,0,0,5
24,16,99,4,12,5,14,0,0,19
20,6,36,1,11,6,11,0,0,5
45,12,40,6,8,0,9,0,1,5
57,4,40,1,1,0,5,0,1,5
24,13,40,2,5,5,4,0,1,5
22,10,24,1,15,5,1,4,1,34
41,9,40,1,0,4,8,0,0,5
51,13,40,5,5,0,7,0,1,5
46,13,40,7,5,6,14,0,1,5
52,9,38,1,0,4,13,0,0,5
50,13,40,1,5,0,11,0,1,5
26,13,50,5,5,5,9,0,0,5
17,6,12,1,11,5,11,3,0,5
64,10,40,1,15,0,7,0,1,5
51,9,40,1,0,0,10,0,1,5
28,9,35,8,0,0,14,0,1,5
51,13,40,1,5,4,9,0,0,5
48,10,32,1,15,4,8,0,0,5
44,10,40,1,15,0,8,0,0,5
47,7,40,1,3,0,8,0,1,5
52,9,40,1,0,2,5,0,0,5
58,10,39,1,15,5,9,0,0,5
19,7,40,1,3,5,8,0,0,5
40,13,40,1,5,0,10,0,1,5
23,10,40,1,15,5,9,0,1,5
31,13,40,1,5,0,8,0,1,15
40,12,40,7,8,0,7,0,1,5
48,10,38,5,15,0,11,0,1,5
46,14,50,1,2,4,7,0,0,5
50,9,40,1,0,0,5,0,1,5
18,9,37,1,0,5,13,0,1,5
26,14,30,1,2,5,7,0,0,5
36,13,20,1,5,5,11,0,0,5
19,10,15,1,15,5,11,0,0,5
54,10,41,1,15,5,11,3,1,5
29,10,6,1,15,0,9,0,0,5
81,14,60,1,2,2,14,0,1,35
37,14,38,1,2,5,14,0,0,5
40,11,50,1,6,4,2,0,1,5
36,10,40,1,15,2,9,3,0,5
18,8,30,1,9,5,9,0,0,5
44,7,40,4,3,6,10,3,1,5
36,9,35,1,0,6,8,3,0,5
69,16,50,4,12,0,14,0,1,5
17,8,7,1,9,5,14,0,1,5
38,11,40,1,6,0,5,0,1,5
27,9,40,1,0,5,13,3,1,5
52,12,40,1,8,0,7,0,1,5
24,12,35,1,8,5,11,0,1,5
57,13,40,1,5,0,7,0,0,5
19,6,40,1,11,5,13,0,0,5
38,9,50,1,0,4,5,1,1,5
21,9,40,1,0,0,14,0,1,23
29,10,40,1,15,5,9,0,0,14
33,10,40,2,15,4,4,0,0,5
26,9,70,1,0,0,12,0,1,5
28,9,55,1,0,6,12,0,1,5
26,10,40,1,15,0,11,0,0,5
37,15,6,2,4,0,4,0,1,23
49,13,40,1,5,0,8,0,1,5
28,13,55,1,5,0,7,0,1,5
57,10,40,6,15,4,8,0,1,5
60,4,40,1,1,0,2,0,1,5
20,9,25,2,0,5,4,0,1,5
38,9,42,1,0,0,9,0,1,5
60,10,40,1,15,4,9,0,0,5
44,9,40,6,0,5,5,3,0,5
19,10,25,8,15,5,8,0,0,5
59,14,35,1,2,0,5,4,0,41
50,9,40,1,0,0,8,0,1,5
35,13,40,6,5,0,5,0,1,5
46,10,40,6,15,4,13,0,1,5
18,10,35,1,15,5,11,3,1,5
32,3,40,1,10,0,13,1,1,23
32,11,40,1,6,4,8,0,0,5
39,9,40,1,0,0,5,0,1,5
25,9,40,1,0,5,5,0,0,5
38,10,80,5,15,0,7,0,1,5
36,12,37,1,8,4,8,0,0,5
56,10,40,1,15,0,11,0,1,5
35,13,40,6,5,2,9,0,1,5
56,9,41,1,0,4,9,0,1,5
17,6,14,1,11,5,8,0,1,5
56,9,40,1,0,4,9,0,0,5
61,8,40,4,9,0,5,0,1,5
25,10,43,1,15,0,11,0,1,5
27,9,40,1,0,5,13,3,0,5
50,9,30,8,0,0,12,0,1,5
33,11,62,8,6,0,12,0,1,5
38,10,60,1,15,5,12,0,1,5
51,7,40,1,3,0,13,0,1,5
27,12,42,1,8,5,11,0,1,5
49,14,16,7,2,2,14,0,0,5
26,9,40,1,0,6,13,3,0,5
42,14,60,1,2,0,7,0,1,5
38,10,40,1,15,5,9,0,0,5
48,9,40,1,0,0,8,0,1,23
30,9,40,1,0,5,8,0,1,16
25,13,50,4,5,5,14,0,0,5
50,13,40,1,5,0,11,0,1,5
54,9,36,5,0,0,7,0,1,5
37,7,40,1,3,4,5,0,1,5
17,6,24,1,11,5,11,3,0,5
57,9,38,1,0,4,8,0,1,5
33,6,20,1,11,5,8,3,1,5
41,14,65,8,2,0,5,0,1,5
45,13,40,1,5,2,8,4,0,41
50,9,48,1,0,0,11,0,1,5
18,9,25,1,0,5,11,0,1,5
19,10,20,1,15,5,9,0,0,5
26,10,40,1,15,0,14,4,0,5
61,12,2,2,8,0,4,0,1,5
67,7,40,2,3,0,4,0,1,5
41,10,40,1,15,0,14,0,1,5
29,9,50,1,0,5,5,0,1,5
27,10,40,1,15,5,5,3,1,5
35,9,38,1,0,4,9,0,0,5
37,13,90,1,5,5,5,0,1,5
22,7,40,1,3,5,9,0,1,5
25,6,24,1,11,5,6,0,0,5
26,9,50,1,0,0,11,0,1,5
27,9,40,7,0,4,1,0,1,5
51,9,40,1,0,0,5,0,1,5
45,9,40,1,0,0,7,4,1,5
60,9,40,1,0,0,11,0,1,5
35,10,55,1,15,0,7,0,1,5
24,9,40,1,0,5,13,0,1,5
40,9,40,7,0,4,5,0,0,39
69,9,20,2,0,2,4,0,0,5
52,10,40,5,15,0,9,0,0,5
38,9,35,1,0,6,5,0,0,5
18,7,49,1,3,5,11,0,0,5
24,11,40,1,6,5,13,0,1,5
52,10,60,1,15,0,7,0,1,5
21,9,44,1,0,5,13,0,1,5
64,10,8,8,15,2,5,0,0,5
25,10,40,1,15,5,7,3,1,5
34,14,50,6,2,0,9,0,1,5
39,9,50,8,0,0,12,0,1,5
26,9,52,1,0,5,3,0,1,5
19,6,25,1,11,5,12,0,1,5
35,9,50,1,0,0,7,0,1,5
26,14,40,1,2,5,14,0,0,5
38,9,35,1,0,6,8,0,1,5
45,10,65,1,15,0,13,0,1,5
18,7,28,1,3,5,8,0,0,5
51,10,63,1,15,4,9,0,0,5
36,9,28,1,0,6,8,3,0,5
18,10,16,1,15,5,8,0,0,35
37,13,60,1,5,0,7,0,1,5
39,9,40,6,0,0,9,0,0,5
21,10,40,1,15,5,8,0,1,5
33,9,35,1,0,6,11,0,0,5
23,13,40,1,5,5,9,3,0,5
52,9,40,8,0,4,11,3,1,5
28,9,40,1,0,5,9,0,0,5
23,10,40,4,15,5,14,0,1,5
48,10,40,5,15,0,7,0,1,5
17,7,20,1,3,5,11,0,0,5
22,10,3,8,15,5,14,0,0,5
26,9,80,1,0,5,9,4,1,35
40,9,40,1,0,0,5,0,1,5
90,6,40,1,11,0,7,0,1,5
28,9,40,1,0,4,11,0,0,5
44,9,40,1,0,0,2,0,1,5
43,9,40,1,0,0,13,3,1,18
17,6,8,2,11,5,4,0,1,5
49,13,40,6,5,0,7,0,1,5
27,13,50,1,5,5,10,0,1,5
60,9,40,8,0,4,5,0,0,5
33,9,40,1,0,0,13,2,0,36
53,6,50,8,11,0,5,0,1,5
19,10,40,1,15,5,11,0,1,5
28,9,40,8,0,4,12,0,1,5
22,12,20,1,8,5,3,0,1,5
48,9,60,8,0,0,2,0,1,5
19,10,25,1,15,5,8,0,0,5
58,10,40,1,15,0,11,3,1,5
19,10,25,8,15,5,5,0,0,5
37,9,42,2,0,4,4,4,0,35
22,10,40,1,15,5,5,0,1,5
52,15,50,8,4,0,14,0,1,5
31,13,50,1,5,0,13,0,1,5
62,9,40,1,0,2,5,0,1,5
26,13,50,1,5,5,14,0,1,5
64,9,24,4,0,2,9,0,0,5
38,10,40,1,15,0,5,0,1,5
28,9,40,8,0,4,7,0,0,5
19,9,52,1,0,5,8,0,0,5
39,9,10,1,0,5,13,0,0,5
50,6,40,1,11,0,5,0,1,5
39,14,40,5,2,0,14,0,0,5
36,13,40,1,5,5,10,0,1,5
39,11,49,1,6,0,3,0,1,5
51,12,25,5,8,5,11,0,0,5
28,9,32,1,0,5,8,0,0,5
57,15,30,8,4,0,14,0,1,5
40,15,40,7,4,6,14,3,0,5
27,10,40,1,15,4,11,0,0,31
49,9,44,4,0,4,7,0,0,5
34,6,40,8,11,5,8,0,0,5
24,9,40,1,0,5,13,0,1,5
54,4,40,1,1,4,13,0,1,32
52,8,45,1,9,0,5,0,1,5
43,7,25,1,3,0,3,0,0,5
84,3,15,2,10,2,4,0,1,5
79,12,2,2,8,0,4,0,0,5
35,10,46,1,15,0,13,0,1,5
56,9,30,1,0,4,2,0,1,5
30,9,40,1,0,5,5,0,1,5
54,9,40,1,0,2,8,0,0,5
35,13,50,1,5,5,11,4,1,5
32,10,40,1,15,5,9,3,0,5
44,13,60,5,5,0,7,0,1,5
32,9,10,1,0,1,8,0,0,5
60,8,40,1,9,0,9,0,1,5
40,10,45,1,15,4,8,0,1,5
50,4,40,1,1,0,13,3,1,5
58,5,50,1,7,0,3,0,1,5
41,9,45,1,0,0,5,0,1,5
28,9,40,1,0,0,11,0,1,5
53,9,35,1,0,5,9,0,1,5
17,5,25,2,7,5,4,0,0,23
45,9,40,1,0,4,11,0,0,5
23,9,30,1,0,5,3,0,0,5
25,10,50,1,15,0,11,0,1,5
40,10,35,8,15,5,5,0,1,5
28,13,60,1,5,5,7,0,0,5
27,8,40,1,9,5,2,0,1,5
19,10,15,7,15,5,9,0,1,5
24,9,25,1,0,5,3,3,1,5
38,13,40,1,5,6,14,0,1,5
24,14,40,4,2,5,9,3,0,5
18,7,7,1,3,5,8,3,1,5
58,9,40,1,0,4,7,0,0,5
35,14,44,1,2,5,14,0,1,5
43,5,20,1,7,5,13,0,0,5
24,9,40,1,0,0,11,0,1,23
63,5,40,1,7,0,12,3,1,5
40,5,40,1,7,0,13,0,1,23
